"customerid","recencydays","totalorders","totalspent","customersegment"
16841,37,6,1869.82,"Loyal Customers"
16842,101,3,1264.19,"At Risk Customers"
16843,43,16,10196.57,"Loyal Customers"
16846,51,1,214.32,"Lost / Inactive"
16847,44,1,193.44,"Lost / Inactive"
16848,53,1,281.42,"Lost / Inactive"
16849,187,1,124.57,"Lost / Inactive"
16850,334,1,332.41,"Lost / Inactive"
16851,5,3,342.45,"Loyal Customers"
16852,11,2,144.91,"New / Recent Customers"
16855,24,2,328.40,"New / Recent Customers"
16856,15,1,35.40,"New / Recent Customers"
16858,369,1,375.69,"Lost / Inactive"
16859,145,2,747.81,"At Risk Customers"
16861,60,2,173.76,"Lost / Inactive"
16863,32,2,502.80,"Lost / Inactive"
16866,141,3,207.74,"At Risk Customers"
16869,23,4,825.42,"Loyal Customers"
16871,23,6,2812.34,"Champions"
16872,78,3,680.02,"Loyal Customers"
16873,5,6,7123.62,"Champions"
16875,68,5,2095.53,"Loyal Customers"
16877,13,6,853.72,"Champions"
16878,85,1,13.30,"Lost / Inactive"
16880,31,7,1519.08,"Loyal Customers"
16881,67,1,432.00,"Lost / Inactive"
16882,67,3,705.12,"Loyal Customers"
16883,188,2,276.73,"Lost / Inactive"
16884,38,2,429.84,"Lost / Inactive"
16885,16,3,471.51,"Loyal Customers"
16887,36,1,194.88,"Lost / Inactive"
16889,195,3,1578.67,"Lost / Inactive"
16891,2,5,809.70,"Champions"
16892,2,5,525.54,"Champions"
16893,367,1,145.93,"Lost / Inactive"
16895,65,1,219.14,"Lost / Inactive"
16897,300,2,289.78,"Lost / Inactive"
16898,27,3,508.81,"Loyal Customers"
16899,8,6,1281.56,"Champions"
16900,17,3,887.11,"Loyal Customers"
16902,117,1,1706.88,"At Risk Customers"
16903,30,1,373.24,"New / Recent Customers"
16904,5,16,3754.27,"Champions"
16905,6,7,3102.43,"Champions"
16906,82,4,579.77,"Loyal Customers"
16907,30,5,981.65,"Champions"
16909,73,1,379.14,"Lost / Inactive"
16910,5,8,1510.06,"Champions"
16912,29,11,2575.38,"Champions"
16913,291,1,113.44,"Lost / Inactive"
16914,37,1,208.46,"Lost / Inactive"
16915,10,6,621.68,"Champions"
16916,24,2,576.26,"New / Recent Customers"
16917,277,1,391.52,"Lost / Inactive"
16918,50,6,1068.82,"Loyal Customers"
16919,157,11,2596.45,"At Risk Customers"
16921,62,1,169.79,"Lost / Inactive"
16923,13,19,7247.61,"Champions"
16924,22,3,846.75,"Loyal Customers"
16926,372,1,230.25,"Lost / Inactive"
16927,116,3,543.05,"At Risk Customers"
16928,81,17,2847.60,"Loyal Customers"
16929,4,7,1295.39,"Champions"
16930,27,3,380.55,"Loyal Customers"
16931,6,21,4604.22,"Champions"
16932,54,1,161.94,"Lost / Inactive"
16933,2,2,563.23,"New / Recent Customers"
16934,55,2,950.93,"Lost / Inactive"
16936,26,1,262.68,"New / Recent Customers"
16938,9,4,2736.38,"Loyal Customers"
16940,53,3,3049.88,"Loyal Customers"
16942,13,9,1920.59,"Champions"
16943,212,3,816.73,"Lost / Inactive"
16945,22,19,4345.50,"Champions"
16947,236,1,406.48,"Lost / Inactive"
16948,139,3,435.02,"At Risk Customers"
16949,4,6,1286.27,"Champions"
16950,57,3,1178.56,"Loyal Customers"
16951,135,3,1277.75,"At Risk Customers"
16952,110,2,167.61,"At Risk Customers"
16953,31,1,20.80,"Lost / Inactive"
16954,1,9,2085.08,"Champions"
16955,185,4,518.67,"Lost / Inactive"
16956,18,1,308.74,"New / Recent Customers"
16957,240,2,416.64,"Lost / Inactive"
16959,88,1,117.35,"Lost / Inactive"
16960,39,3,507.05,"Loyal Customers"
16961,117,1,234.17,"At Risk Customers"
16963,188,1,110.55,"Lost / Inactive"
16965,227,1,201.19,"Lost / Inactive"
16966,9,7,2154.97,"Champions"
16967,190,1,319.02,"Lost / Inactive"
16968,5,2,439.43,"New / Recent Customers"
16969,40,3,650.41,"Loyal Customers"
16971,39,1,357.21,"Lost / Inactive"
16976,268,1,251.52,"Lost / Inactive"
16978,78,1,344.33,"Lost / Inactive"
16979,4,6,1852.00,"Champions"
16980,256,2,1078.96,"Lost / Inactive"
16982,61,1,384.06,"Lost / Inactive"
16983,13,7,1931.25,"Champions"
16984,89,2,4481.35,"Lost / Inactive"
16985,18,10,5464.12,"Champions"
16986,30,2,1873.20,"New / Recent Customers"
16987,4,7,1625.05,"Champions"
16988,6,1,126.12,"New / Recent Customers"
16989,8,6,1133.25,"Champions"
16990,219,1,179.00,"Lost / Inactive"
16992,11,5,1614.31,"Champions"
16996,31,6,1456.96,"Loyal Customers"
16997,289,3,702.00,"Lost / Inactive"
16998,150,4,295.00,"At Risk Customers"
16999,24,2,484.82,"New / Recent Customers"
17001,1,11,3989.57,"Champions"
17002,86,3,1493.73,"Loyal Customers"
17004,47,2,1412.94,"Lost / Inactive"
17006,5,4,781.78,"Loyal Customers"
17007,51,6,889.93,"Loyal Customers"
17010,19,1,195.36,"New / Recent Customers"
17011,31,1,270.90,"Lost / Inactive"
17014,9,3,586.33,"Loyal Customers"
17015,29,3,1842.56,"Loyal Customers"
17017,3,20,8694.26,"Champions"
17018,41,2,920.10,"Lost / Inactive"
17019,12,4,1272.61,"Loyal Customers"
17022,32,1,71.00,"Lost / Inactive"
17024,46,3,95.85,"Loyal Customers"
17025,61,3,357.77,"Loyal Customers"
17026,186,2,154.83,"Lost / Inactive"
17027,79,6,890.29,"Loyal Customers"
17029,111,2,716.00,"At Risk Customers"
17030,64,1,146.87,"Lost / Inactive"
17031,12,2,380.35,"New / Recent Customers"
17033,87,3,1030.14,"Loyal Customers"
17034,17,3,745.52,"Loyal Customers"
17035,246,2,433.53,"Lost / Inactive"
17037,88,1,1267.32,"Lost / Inactive"
17038,31,1,112.40,"Lost / Inactive"
17040,138,1,449.73,"At Risk Customers"
17041,27,3,1081.57,"Loyal Customers"
17042,3,5,1044.38,"Champions"
17043,33,4,1735.18,"Loyal Customers"
17044,26,1,948.48,"New / Recent Customers"
17045,114,3,339.44,"At Risk Customers"
17046,158,1,642.02,"At Risk Customers"
17047,86,3,1100.90,"Loyal Customers"
17048,118,3,925.35,"At Risk Customers"
17049,3,9,5659.98,"Champions"
17050,97,6,3228.84,"At Risk Customers"
17051,195,1,247.14,"Lost / Inactive"
17052,29,1,413.75,"New / Recent Customers"
17053,131,1,498.48,"At Risk Customers"
17054,29,5,1356.33,"Champions"
17058,82,3,1179.89,"Loyal Customers"
17059,30,5,3095.04,"Champions"
17060,267,1,234.24,"Lost / Inactive"
17061,74,11,5232.23,"Loyal Customers"
17062,314,4,538.37,"Lost / Inactive"
17063,22,7,1461.14,"Champions"
17064,59,3,859.35,"Loyal Customers"
17068,13,21,4552.14,"Champions"
17069,29,9,2709.70,"Champions"
17070,115,1,312.14,"At Risk Customers"
17071,29,9,2429.03,"Champions"
17073,18,4,1446.09,"Loyal Customers"
17075,18,4,834.12,"Loyal Customers"
17076,37,3,841.08,"Loyal Customers"
17078,37,2,378.20,"Lost / Inactive"
17079,79,1,118.80,"Lost / Inactive"
17080,23,2,287.62,"New / Recent Customers"
17081,26,2,290.16,"New / Recent Customers"
17082,34,2,2003.85,"Lost / Inactive"
17083,110,3,1405.78,"At Risk Customers"
17084,36,2,2949.75,"Lost / Inactive"
17085,124,5,1566.65,"At Risk Customers"
17086,8,6,2050.08,"Champions"
17088,29,4,1991.01,"Loyal Customers"
17090,5,7,2043.95,"Champions"
17091,3,9,3827.76,"Champions"
17092,51,4,1777.78,"Loyal Customers"
17094,323,1,302.00,"Lost / Inactive"
17095,23,3,1324.16,"Loyal Customers"
17096,16,4,1022.13,"Loyal Customers"
17097,3,8,954.42,"Champions"
17100,19,2,971.74,"New / Recent Customers"
17101,11,4,1621.73,"Loyal Customers"
17102,262,1,25.50,"Lost / Inactive"
17105,160,2,665.78,"At Risk Customers"
17107,34,6,10815.43,"Loyal Customers"
17109,30,6,885.04,"Champions"
17110,166,1,163.30,"At Risk Customers"
17111,48,1,248.61,"Lost / Inactive"
17114,6,8,808.62,"Champions"
17115,9,3,837.50,"Loyal Customers"
17117,289,1,116.20,"Lost / Inactive"
17118,318,1,157.02,"Lost / Inactive"
17119,4,2,606.91,"New / Recent Customers"
17120,234,1,307.46,"Lost / Inactive"
17122,120,1,138.32,"At Risk Customers"
17123,162,1,345.30,"At Risk Customers"
17124,186,1,298.89,"Lost / Inactive"
17125,51,1,259.35,"Lost / Inactive"
17126,153,5,1004.75,"At Risk Customers"
17128,335,1,157.09,"Lost / Inactive"
17131,6,5,2463.17,"Champions"
17133,16,7,4892.24,"Champions"
17134,107,2,425.00,"At Risk Customers"
17135,17,7,1139.73,"Champions"
17138,276,1,380.50,"Lost / Inactive"
17139,16,12,10668.47,"Champions"
17140,248,1,465.32,"Lost / Inactive"
17142,240,1,579.00,"Lost / Inactive"
17144,2,2,984.57,"New / Recent Customers"
17146,106,3,749.78,"At Risk Customers"
17147,23,4,1714.59,"Loyal Customers"
17148,52,1,124.88,"Lost / Inactive"
17152,195,3,1689.50,"Lost / Inactive"
17153,25,1,213.78,"New / Recent Customers"
17154,76,1,329.34,"Lost / Inactive"
17155,18,2,251.70,"New / Recent Customers"
17157,8,2,319.00,"New / Recent Customers"
17158,33,3,1266.97,"Loyal Customers"
17159,22,3,1538.88,"Loyal Customers"
17160,32,6,3518.03,"Loyal Customers"
17162,29,10,1715.46,"Champions"
17163,22,2,293.10,"New / Recent Customers"
17164,33,7,2467.35,"Loyal Customers"
17165,285,1,158.68,"Lost / Inactive"
17166,39,2,206.34,"Lost / Inactive"
17169,58,2,835.78,"Lost / Inactive"
17171,290,1,224.91,"Lost / Inactive"
17172,79,1,317.76,"Lost / Inactive"
17173,6,8,3766.60,"Champions"
17174,218,1,59.90,"Lost / Inactive"
17175,45,4,1443.69,"Loyal Customers"
17176,202,1,306.13,"Lost / Inactive"
17179,179,3,711.79,"At Risk Customers"
17180,57,4,796.03,"Loyal Customers"
17181,58,2,239.92,"Lost / Inactive"
17183,8,6,3347.31,"Champions"
17186,47,2,144.00,"Lost / Inactive"
17187,227,1,203.95,"Lost / Inactive"
17188,12,7,2474.23,"Champions"
17189,107,2,384.40,"At Risk Customers"
17190,59,2,444.74,"Lost / Inactive"
17191,29,7,2095.13,"Champions"
17193,36,7,1699.30,"Loyal Customers"
17194,274,2,262.62,"Lost / Inactive"
17197,30,1,1013.01,"New / Recent Customers"
17198,24,3,692.22,"Loyal Customers"
17201,54,1,342.63,"Lost / Inactive"
17203,36,6,3563.85,"Loyal Customers"
17204,176,4,1564.56,"At Risk Customers"
17205,54,1,384.08,"Lost / Inactive"
17206,54,1,204.24,"Lost / Inactive"
17211,27,8,2317.22,"Champions"
17212,254,1,226.85,"Lost / Inactive"
17213,41,7,2781.23,"Loyal Customers"
17214,61,6,1069.12,"Loyal Customers"
17217,235,1,113.50,"Lost / Inactive"
17218,5,10,1960.72,"Champions"
17219,32,1,114.23,"Lost / Inactive"
17220,25,14,3198.25,"Champions"
17221,8,2,335.13,"New / Recent Customers"
17222,66,1,354.15,"Lost / Inactive"
17223,311,2,426.79,"Lost / Inactive"
17226,309,1,393.49,"Lost / Inactive"
17227,19,6,939.32,"Champions"
17228,16,8,1906.09,"Champions"
17229,97,2,318.76,"At Risk Customers"
17230,265,8,3638.41,"Lost / Inactive"
17231,13,10,3174.32,"Champions"
17232,3,2,421.52,"New / Recent Customers"
17233,36,1,190.88,"Lost / Inactive"
17234,183,1,149.89,"Lost / Inactive"
17235,26,2,550.06,"New / Recent Customers"
17236,13,6,916.13,"Champions"
17237,12,2,314.69,"New / Recent Customers"
17238,3,17,3744.65,"Champions"
17239,313,1,382.50,"Lost / Inactive"
17242,109,2,1135.04,"At Risk Customers"
17243,2,26,8676.85,"Champions"
17244,54,1,954.90,"Lost / Inactive"
17245,205,1,171.45,"Lost / Inactive"
17247,16,1,282.19,"New / Recent Customers"
17248,121,1,318.65,"At Risk Customers"
17250,4,2,384.52,"New / Recent Customers"
17251,363,1,283.28,"Lost / Inactive"
17252,117,2,353.86,"At Risk Customers"
17253,19,1,178.26,"New / Recent Customers"
17254,5,2,272.44,"New / Recent Customers"
17255,41,2,298.41,"Lost / Inactive"
17256,108,2,240.00,"At Risk Customers"
17259,149,2,603.37,"At Risk Customers"
17262,53,5,1253.36,"Loyal Customers"
17263,209,1,63.44,"Lost / Inactive"
17265,139,2,562.90,"At Risk Customers"
17266,3,3,310.64,"Loyal Customers"
17267,128,2,317.62,"At Risk Customers"
17268,108,4,763.64,"At Risk Customers"
17272,43,4,2148.63,"Loyal Customers"
17274,36,1,111.98,"Lost / Inactive"
17277,228,2,1065.35,"Lost / Inactive"
17278,242,1,246.04,"Lost / Inactive"
17279,58,1,187.83,"Lost / Inactive"
17282,131,3,1703.41,"At Risk Customers"
17284,61,6,1652.58,"Loyal Customers"
17286,22,1,153.92,"New / Recent Customers"
17287,27,7,1064.11,"Champions"
17288,10,7,1419.73,"Champions"
17289,32,3,944.41,"Loyal Customers"
17290,4,2,525.24,"New / Recent Customers"
17291,309,1,550.80,"Lost / Inactive"
17293,9,9,1875.11,"Champions"
17295,29,3,556.95,"Loyal Customers"
17297,18,1,131.78,"New / Recent Customers"
17298,102,2,498.42,"At Risk Customers"
17299,12,4,669.11,"Loyal Customers"
17301,22,1,197.63,"New / Recent Customers"
17302,15,5,1135.63,"Champions"
17303,362,1,250.04,"Lost / Inactive"
17306,11,19,8631.31,"Champions"
17309,96,1,82.75,"At Risk Customers"
17311,79,2,1384.85,"Lost / Inactive"
17312,139,3,644.30,"At Risk Customers"
17313,32,1,2328.84,"Lost / Inactive"
17314,25,8,2527.92,"Champions"
17315,2,38,6292.26,"Champions"
17317,47,3,2600.34,"Loyal Customers"
17320,101,3,1200.62,"At Risk Customers"
17321,9,2,700.86,"New / Recent Customers"
17323,16,7,921.07,"Champions"
17324,18,4,990.23,"Loyal Customers"
17325,281,1,96.80,"Lost / Inactive"
17329,15,2,523.11,"New / Recent Customers"
17330,23,2,363.90,"New / Recent Customers"
17331,124,1,175.20,"At Risk Customers"
17333,86,1,494.25,"Lost / Inactive"
17334,303,2,307.02,"Lost / Inactive"
17337,152,4,2027.87,"At Risk Customers"
17338,18,8,6643.93,"Champions"
17339,95,2,243.36,"At Risk Customers"
17340,30,11,12353.29,"Champions"
17341,157,3,781.36,"At Risk Customers"
17343,356,1,193.64,"Lost / Inactive"
17344,47,1,160.57,"Lost / Inactive"
17345,16,4,537.74,"Loyal Customers"
17346,4,15,2676.56,"Champions"
17347,87,1,228.96,"Lost / Inactive"
17348,15,5,1159.52,"Champions"
17349,180,1,110.75,"At Risk Customers"
17350,9,4,1286.07,"Loyal Customers"
17351,37,3,587.15,"Loyal Customers"
17353,130,2,1740.00,"At Risk Customers"
17354,51,1,1393.06,"Lost / Inactive"
17356,312,1,178.22,"Lost / Inactive"
17357,25,2,388.14,"New / Recent Customers"
17358,304,2,365.85,"Lost / Inactive"
17359,12,1,127.86,"New / Recent Customers"
17360,18,3,585.79,"Loyal Customers"
17361,50,3,488.20,"Loyal Customers"
17362,240,2,312.23,"Lost / Inactive"
17364,1,11,4481.18,"Champions"
17365,13,8,4801.56,"Champions"
17367,239,1,168.40,"Lost / Inactive"
17368,24,8,1912.67,"Champions"
17370,73,4,446.18,"Loyal Customers"
17371,18,3,423.89,"Loyal Customers"
17372,41,8,1342.68,"Loyal Customers"
17373,41,4,646.92,"Loyal Customers"
17374,219,2,495.77,"Lost / Inactive"
17375,200,3,400.10,"Lost / Inactive"
17376,71,2,203.20,"Lost / Inactive"
17377,24,20,4100.92,"Champions"
17379,12,1,404.66,"New / Recent Customers"
17381,9,29,20275.61,"Champions"
17382,66,1,65.40,"Lost / Inactive"
17383,5,1,199.29,"New / Recent Customers"
17384,20,2,336.40,"New / Recent Customers"
17385,15,1,261.11,"New / Recent Customers"
17386,8,6,2686.42,"Champions"
17387,20,2,784.11,"New / Recent Customers"
17388,78,4,1259.56,"Loyal Customers"
17389,1,34,31833.68,"Champions"
17391,164,2,508.80,"At Risk Customers"
17392,307,2,457.91,"Lost / Inactive"
17394,220,1,203.87,"Lost / Inactive"
17396,40,8,7330.80,"Loyal Customers"
17397,23,2,696.41,"New / Recent Customers"
17398,115,3,653.38,"At Risk Customers"
17400,127,5,2129.96,"At Risk Customers"
17402,5,13,2633.85,"Champions"
17403,37,1,281.62,"Lost / Inactive"
17404,5,15,31906.82,"Champions"
17405,2,3,1031.41,"Loyal Customers"
17406,334,3,2200.42,"Lost / Inactive"
17408,164,1,32.65,"At Risk Customers"
17409,185,2,771.85,"Lost / Inactive"
17410,17,5,1214.72,"Champions"
17411,13,3,778.94,"Loyal Customers"
17412,3,7,1258.06,"Champions"
17414,44,2,778.00,"Lost / Inactive"
17415,80,1,507.84,"Lost / Inactive"
17416,30,7,6893.42,"Champions"
17418,43,2,463.46,"Lost / Inactive"
17419,12,12,4226.57,"Champions"
17420,51,3,598.83,"Loyal Customers"
17422,17,6,1979.37,"Champions"
17423,47,2,698.41,"Lost / Inactive"
17425,20,2,759.17,"New / Recent Customers"
17426,9,6,5037.26,"Champions"
17427,72,1,100.80,"Lost / Inactive"
17428,1,28,17256.85,"Champions"
17429,129,3,524.92,"At Risk Customers"
17430,33,2,265.76,"Lost / Inactive"
17431,314,1,403.30,"Lost / Inactive"
17432,19,2,365.76,"New / Recent Customers"
17433,89,1,303.16,"Lost / Inactive"
17434,3,7,2373.82,"Champions"
17436,2,2,216.30,"New / Recent Customers"
17438,254,1,388.45,"Lost / Inactive"
17440,157,3,186.42,"At Risk Customers"
17442,37,6,2248.56,"Loyal Customers"
17443,220,1,534.24,"Lost / Inactive"
17444,148,3,2940.04,"At Risk Customers"
17446,177,2,120.90,"At Risk Customers"
17447,41,2,541.53,"Lost / Inactive"
17449,3,7,2520.86,"Champions"
17450,9,46,194550.79,"Champions"
17451,2,7,1721.40,"Champions"
17453,18,2,486.72,"New / Recent Customers"
17454,193,4,517.53,"Lost / Inactive"
17455,204,1,131.70,"Lost / Inactive"
17456,366,1,249.86,"Lost / Inactive"
17457,127,5,1737.70,"At Risk Customers"
17458,16,1,316.50,"New / Recent Customers"
17459,44,2,657.30,"Lost / Inactive"
17460,95,6,622.43,"At Risk Customers"
17461,23,3,757.46,"Loyal Customers"
17462,61,2,675.69,"Lost / Inactive"
17463,17,5,1896.41,"Champions"
17464,159,1,289.96,"At Risk Customers"
17466,11,2,763.28,"New / Recent Customers"
17468,11,2,137.00,"New / Recent Customers"
17469,17,5,1870.97,"Champions"
17470,45,5,1125.07,"Loyal Customers"
17472,192,3,710.29,"Lost / Inactive"
17475,80,1,194.37,"Lost / Inactive"
17480,78,1,511.82,"Lost / Inactive"
17481,4,4,1255.59,"Loyal Customers"
17483,66,3,414.04,"Loyal Customers"
17486,262,1,396.87,"Lost / Inactive"
17489,59,2,376.64,"Lost / Inactive"
17490,1,7,2092.32,"Champions"
17491,2,10,3558.87,"Champions"
17492,249,1,374.57,"Lost / Inactive"
17495,8,2,497.56,"New / Recent Customers"
17496,359,1,271.05,"Lost / Inactive"
17498,76,1,272.22,"Lost / Inactive"
17499,290,1,622.88,"Lost / Inactive"
17500,18,3,1138.00,"Loyal Customers"
17501,221,2,288.60,"Lost / Inactive"
17502,10,4,689.10,"Loyal Customers"
17503,3,2,558.96,"New / Recent Customers"
17504,207,9,2997.03,"Lost / Inactive"
17505,162,2,1145.84,"At Risk Customers"
17506,76,1,302.20,"Lost / Inactive"
17507,262,2,605.58,"Lost / Inactive"
17508,281,1,387.31,"Lost / Inactive"
17509,58,8,6115.14,"Loyal Customers"
17510,25,1,308.48,"New / Recent Customers"
17511,3,31,91062.38,"Champions"
17512,29,10,2924.99,"Champions"
17513,73,1,513.20,"Lost / Inactive"
17514,129,1,208.65,"At Risk Customers"
17515,32,4,639.02,"Loyal Customers"
17516,16,5,768.08,"Champions"
17517,309,1,153.94,"Lost / Inactive"
17519,18,6,1844.02,"Champions"
17520,54,1,546.81,"Lost / Inactive"
17521,30,3,723.21,"Loyal Customers"
17522,2,5,1070.71,"Champions"
17523,12,4,652.74,"Loyal Customers"
17524,362,1,145.00,"Lost / Inactive"
17525,360,1,422.70,"Lost / Inactive"
17526,5,4,1195.90,"Loyal Customers"
17527,54,4,939.37,"Loyal Customers"
17528,2,8,3628.50,"Champions"
17530,2,10,2385.00,"Champions"
17531,191,1,296.70,"Lost / Inactive"
17534,54,1,223.36,"Lost / Inactive"
17535,281,1,164.40,"Lost / Inactive"
17536,178,1,76.50,"At Risk Customers"
17537,30,2,897.62,"New / Recent Customers"
17538,26,1,98.42,"New / Recent Customers"
17540,25,2,578.90,"New / Recent Customers"
17542,270,1,170.75,"Lost / Inactive"
17545,44,3,645.96,"Loyal Customers"
17548,234,1,103.30,"Lost / Inactive"
17549,24,2,148.86,"New / Recent Customers"
17550,198,3,267.16,"Lost / Inactive"
17551,360,1,306.84,"Lost / Inactive"
17552,61,4,930.41,"Loyal Customers"
17553,130,1,1487.60,"At Risk Customers"
17554,2,5,1952.45,"Champions"
17555,20,2,483.26,"New / Recent Customers"
17556,206,1,157.90,"Lost / Inactive"
17557,15,3,541.46,"Loyal Customers"
17560,95,4,854.95,"At Risk Customers"
17561,20,1,167.62,"New / Recent Customers"
17562,15,7,1122.38,"Champions"
17564,25,3,454.01,"Loyal Customers"
17566,9,2,901.21,"New / Recent Customers"
17567,8,8,4331.48,"Champions"
17569,333,1,344.14,"Lost / Inactive"
17571,51,4,1498.51,"Loyal Customers"
17572,72,4,226.75,"Loyal Customers"
17573,30,3,380.60,"Loyal Customers"
17574,243,1,185.65,"Lost / Inactive"
17576,9,19,3622.68,"Champions"
17578,219,1,143.46,"Lost / Inactive"
17579,5,3,448.90,"Loyal Customers"
17580,253,3,215.72,"Lost / Inactive"
17581,1,25,11045.04,"Champions"
17582,237,1,175.27,"Lost / Inactive"
17584,8,2,1242.30,"New / Recent Customers"
17585,110,4,1133.07,"At Risk Customers"
17588,101,3,1240.20,"At Risk Customers"
17589,61,4,2404.17,"Loyal Customers"
17590,3,3,1479.22,"Loyal Customers"
17591,74,7,2225.97,"Loyal Customers"
17593,4,5,3927.34,"Champions"
17594,86,2,993.18,"Lost / Inactive"
17595,13,2,388.79,"New / Recent Customers"
17596,24,7,2827.93,"Champions"
17597,214,1,2044.37,"Lost / Inactive"
17600,18,1,161.67,"New / Recent Customers"
17601,240,1,116.01,"Lost / Inactive"
17602,3,6,5102.97,"Champions"
17603,79,1,394.72,"Lost / Inactive"
17604,218,2,309.36,"Lost / Inactive"
17608,34,2,193.42,"Lost / Inactive"
17609,41,5,1112.22,"Loyal Customers"
17611,8,15,3984.22,"Champions"
17612,54,6,2048.45,"Loyal Customers"
17613,23,14,4559.15,"Champions"
17614,58,1,390.07,"Lost / Inactive"
17615,131,3,329.60,"At Risk Customers"
17616,174,3,571.20,"At Risk Customers"
17618,6,3,971.58,"Loyal Customers"
17619,313,1,218.52,"Lost / Inactive"
17620,60,1,81.44,"Lost / Inactive"
17621,22,3,1379.90,"Loyal Customers"
17623,33,1,527.05,"Lost / Inactive"
17624,15,2,843.48,"New / Recent Customers"
17625,19,4,2047.00,"Loyal Customers"
17628,82,1,75.75,"Lost / Inactive"
17629,6,8,1814.12,"Champions"
17630,170,2,503.60,"At Risk Customers"
17631,2,3,528.33,"Loyal Customers"
17633,32,4,1324.84,"Loyal Customers"
17634,37,9,2361.97,"Loyal Customers"
17636,20,1,285.56,"New / Recent Customers"
17637,32,2,547.06,"Lost / Inactive"
17639,277,1,108.50,"Lost / Inactive"
17640,87,1,621.66,"Lost / Inactive"
17642,120,2,712.29,"At Risk Customers"
17643,374,1,101.55,"Lost / Inactive"
17644,2,11,2895.64,"Champions"
17646,220,3,1008.39,"Lost / Inactive"
17647,66,1,133.06,"Lost / Inactive"
17648,61,4,1797.50,"Loyal Customers"
17649,139,1,868.49,"At Risk Customers"
17650,22,1,166.08,"New / Recent Customers"
17651,12,10,3945.00,"Champions"
17652,26,12,4867.72,"Champions"
17653,37,4,1207.56,"Loyal Customers"
17654,278,1,117.55,"Lost / Inactive"
17655,11,7,2638.94,"Champions"
17656,74,5,1674.69,"Loyal Customers"
17658,26,2,595.42,"New / Recent Customers"
17659,18,12,2999.46,"Champions"
17660,142,1,196.00,"At Risk Customers"
17663,26,7,1802.91,"Champions"
17664,19,2,604.64,"New / Recent Customers"
17666,4,2,728.16,"New / Recent Customers"
17667,67,5,2055.51,"Loyal Customers"
17668,2,2,347.75,"New / Recent Customers"
17669,43,7,3406.72,"Loyal Customers"
17670,228,1,205.70,"Lost / Inactive"
17671,16,4,1572.71,"Loyal Customers"
17672,51,2,3178.17,"Lost / Inactive"
17673,2,6,1629.12,"Champions"
17674,75,2,551.04,"Lost / Inactive"
17675,2,31,20374.28,"Champions"
17676,5,6,1387.68,"Champions"
17677,2,30,16363.23,"Champions"
17678,264,1,298.11,"Lost / Inactive"
17679,53,2,1992.11,"Lost / Inactive"
17680,24,1,184.40,"New / Recent Customers"
17682,11,6,2474.33,"Champions"
17684,44,1,239.41,"Lost / Inactive"
17685,17,7,3191.53,"Champions"
17686,8,7,5739.46,"Champions"
17690,31,15,4757.95,"Loyal Customers"
17691,359,2,290.40,"Lost / Inactive"
17692,128,4,740.94,"At Risk Customers"
17693,138,1,200.47,"At Risk Customers"
17694,142,1,283.12,"At Risk Customers"
17695,132,2,765.34,"At Risk Customers"
17696,39,8,2285.71,"Loyal Customers"
17697,237,1,338.95,"Lost / Inactive"
17698,261,1,154.95,"Lost / Inactive"
17700,17,4,2534.64,"Loyal Customers"
17701,253,1,417.95,"Lost / Inactive"
17702,31,4,1824.37,"Loyal Customers"
17703,36,3,798.74,"Loyal Customers"
17704,169,2,885.19,"At Risk Customers"
17705,4,9,1823.52,"Champions"
17706,5,17,10504.49,"Champions"
17707,186,2,152.40,"Lost / Inactive"
17708,188,2,267.08,"Lost / Inactive"
17709,170,1,137.45,"At Risk Customers"
17711,11,2,385.10,"New / Recent Customers"
17712,45,1,522.91,"Lost / Inactive"
17714,321,1,153.00,"Lost / Inactive"
17715,201,1,326.40,"Lost / Inactive"
17716,23,11,5655.99,"Champions"
17718,233,1,139.35,"Lost / Inactive"
17719,38,15,5396.04,"Loyal Customers"
17720,27,4,1195.94,"Loyal Customers"
17722,97,4,2424.04,"At Risk Customers"
17723,128,6,3276.40,"At Risk Customers"
17724,72,3,1033.00,"Loyal Customers"
17725,17,11,3439.08,"Champions"
17727,16,1,1060.25,"New / Recent Customers"
17728,4,3,2876.01,"Loyal Customers"
17730,4,13,5298.48,"Champions"
17731,80,4,1240.11,"Loyal Customers"
17732,373,1,303.97,"Lost / Inactive"
17733,39,2,692.19,"Lost / Inactive"
17734,54,3,700.63,"Loyal Customers"
17735,3,19,13110.02,"Champions"
17736,10,3,377.44,"Loyal Customers"
17737,10,2,168.24,"New / Recent Customers"
17738,20,4,1879.05,"Loyal Customers"
17739,12,7,2791.35,"Champions"
17742,114,2,355.11,"At Risk Customers"
17744,4,6,2322.40,"Champions"
17746,241,1,110.25,"Lost / Inactive"
17747,113,1,71.40,"At Risk Customers"
17749,179,2,674.52,"At Risk Customers"
17750,6,9,1797.57,"Champions"
17752,360,1,80.64,"Lost / Inactive"
17754,1,5,1772.26,"Champions"
17757,2,30,5605.29,"Champions"
17758,20,8,3456.70,"Champions"
17759,18,3,834.99,"Loyal Customers"
17760,22,2,287.59,"New / Recent Customers"
17761,33,1,712.78,"Lost / Inactive"
17763,264,1,15.00,"Lost / Inactive"
17764,51,2,818.82,"Lost / Inactive"
17765,159,3,371.88,"At Risk Customers"
17767,16,1,271.20,"New / Recent Customers"
17768,9,3,2273.18,"Loyal Customers"
